Code,Date,Open,High,Low,Close,Volume,Value,Trades
ADV,16/03/2015,0.007,0.007,0.006,0.006,331857,2302.999,4
ADV,17/03/2015,0.006,0.007,0.006,0.007,1388263,9697.007,8
ADV,18/03/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,19/03/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,20/03/2015,0.006,0.006,0.006,0.006,4241802,25450.812,17
ADV,23/03/2015,0.006,0.006,0.005,0.005,3550153,18034.765,15
ADV,24/03/2015,0.006,0.006,0.006,0.006,2976970,17861.820,14
ADV,25/03/2015,0.006,0.006,0.006,0.006,140000,840.000,2
ADV,26/03/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,27/03/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,30/03/2015,0.007,0.007,0.007,0.007,512971,3590.797,3
ADV,31/03/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,01/04/2015,0.007,0.007,0.006,0.006,325000,2025.000,3
ADV,02/04/2015,0.006,0.006,0.006,0.006,62500,375.000,2
ADV,07/04/2015,0.006,0.006,0.006,0.006,625000,3750.000,3
ADV,08/04/2015,0.007,0.009,0.007,0.009,8689088,74864.408,34
ADV,09/04/2015,0.010,0.010,0.009,0.009,5143899,49393.891,38
ADV,10/04/2015,0.009,0.009,0.009,0.009,3257456,29317.104,13
ADV,13/04/2015,0.009,0.009,0.009,0.009,2805005,25245.045,10
ADV,14/04/2015,0.008,0.008,0.007,0.007,4030170,29295.310,23
ADV,15/04/2015,0.007,0.007,0.007,0.007,1406610,9846.270,8
ADV,16/04/2015,0.006,0.006,0.006,0.006,2817065,16902.390,15
ADV,17/04/2015,0.006,0.006,0.006,0.006,106500,639.000,3
ADV,20/04/2015,0.006,0.006,0.006,0.006,290000,1740.000,2
ADV,21/04/2015,0.006,0.006,0.006,0.006,1818605,10911.630,9
ADV,22/04/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,23/04/2015,0.005,0.006,0.005,0.006,508307,2827.620,4
ADV,24/04/2015,0.006,0.006,0.006,0.006,290916,1745.496,3
ADV,27/04/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,28/04/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,29/04/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,30/04/2015,0.006,0.006,0.006,0.006,352296,2113.776,5
ADV,01/05/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,04/05/2015,0.006,0.006,0.006,0.006,85129,510.774,1
ADV,05/05/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,06/05/2015,0.006,0.006,0.006,0.006,100000,600.000,1
ADV,07/05/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,08/05/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,11/05/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,12/05/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,13/05/2015,0.007,0.013,0.007,0.011,42885837,438085.309,184
ADV,14/05/2015,0.011,0.011,0.009,0.010,25220396,250731.463,114
ADV,15/05/2015,0.009,0.010,0.008,0.009,7801751,66457.339,46
ADV,18/05/2015,0.008,0.009,0.008,0.008,4702848,39266.895,20
ADV,19/05/2015,0.009,0.010,0.009,0.009,2194111,20896.999,14
ADV,20/05/2015,0.010,0.010,0.010,0.010,4834023,48340.230,15
ADV,21/05/2015,0.010,0.010,0.009,0.010,7171432,70887.976,17
ADV,22/05/2015,0.010,0.010,0.009,0.009,2050000,18800.000,9
ADV,25/05/2015,0.009,0.009,0.009,0.009,1083134,9748.206,8
ADV,26/05/2015,0.009,0.009,0.008,0.009,356111,3104.999,4
ADV,27/05/2015,0.008,0.008,0.008,0.008,257500,2060.000,3
ADV,28/05/2015,0.000,0.000,0.000,0.008,0,0.000,0
ADV,29/05/2015,0.000,0.000,0.000,0.008,0,0.000,0
ADV,01/06/2015,0.000,0.000,0.000,0.008,0,0.000,0
ADV,02/06/2015,0.011,0.012,0.008,0.009,34206981,358907.539,159
ADV,03/06/2015,0.008,0.008,0.008,0.008,8849213,70793.704,53
ADV,04/06/2015,0.008,0.008,0.008,0.008,350875,2807.000,4
ADV,05/06/2015,0.007,0.007,0.007,0.007,103350,723.450,2
ADV,09/06/2015,0.007,0.007,0.007,0.007,3241710,22691.970,11
ADV,10/06/2015,0.006,0.006,0.006,0.006,625000,3750.000,7
ADV,11/06/2015,0.006,0.007,0.006,0.007,6697174,46014.821,20
ADV,12/06/2015,0.007,0.007,0.007,0.007,597852,4184.964,5
ADV,15/06/2015,0.007,0.007,0.007,0.007,2092546,14647.822,4
ADV,16/06/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,17/06/2015,0.007,0.007,0.007,0.007,579454,4056.178,3
ADV,18/06/2015,0.007,0.007,0.007,0.007,635472,4448.304,2
ADV,19/06/2015,0.007,0.007,0.007,0.007,1600000,11200.000,5
ADV,22/06/2015,0.007,0.007,0.007,0.007,764528,5351.696,3
ADV,23/06/2015,0.007,0.008,0.006,0.007,1682116,12053.812,8
ADV,24/06/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,25/06/2015,0.007,0.007,0.007,0.007,1026587,7186.109,6
ADV,26/06/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,29/06/2015,0.006,0.006,0.006,0.006,522885,3137.310,4
ADV,30/06/2015,0.006,0.006,0.006,0.006,864939,5189.634,5
ADV,01/07/2015,0.006,0.006,0.006,0.006,444630,2667.780,1
ADV,02/07/2015,0.009,0.009,0.007,0.007,4891778,39434.224,30
ADV,03/07/2015,0.008,0.008,0.007,0.007,2375704,16729.928,18
ADV,06/07/2015,0.007,0.007,0.007,0.007,209778,1468.446,4
ADV,07/07/2015,0.007,0.007,0.007,0.007,1403649,9825.543,4
ADV,08/07/2015,0.006,0.006,0.006,0.006,4774328,28645.968,14
ADV,09/07/2015,0.005,0.006,0.005,0.006,120000,700.000,3
ADV,10/07/2015,0.005,0.005,0.005,0.005,20000,100.000,1
ADV,13/07/2015,0.006,0.006,0.006,0.006,1371957,8231.742,12
ADV,14/07/2015,0.007,0.007,0.007,0.007,3636820,25457.740,23
ADV,15/07/2015,0.007,0.007,0.007,0.007,416751,2917.257,6
ADV,16/07/2015,0.007,0.007,0.007,0.007,200000,1400.000,2
ADV,17/07/2015,0.007,0.007,0.007,0.007,99000,693.000,1
ADV,20/07/2015,0.007,0.007,0.007,0.007,1000,7.000,1
ADV,21/07/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,22/07/2015,0.006,0.006,0.006,0.006,445000,2670.000,3
ADV,23/07/2015,0.006,0.006,0.006,0.006,2027753,12166.518,6
ADV,24/07/2015,0.007,0.007,0.006,0.006,2865989,18903.106,16
ADV,27/07/2015,0.007,0.007,0.007,0.007,1471661,10301.627,6
ADV,28/07/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,29/07/2015,0.007,0.007,0.007,0.007,900000,6300.000,4
ADV,30/07/2015,0.007,0.007,0.007,0.007,1577143,11040.001,5
ADV,31/07/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,03/08/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,04/08/2015,0.007,0.007,0.007,0.007,500000,3500.000,2
ADV,05/08/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,06/08/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,07/08/2015,0.007,0.007,0.007,0.007,445500,3118.500,4
ADV,10/08/2015,0.007,0.008,0.007,0.007,1162364,8711.548,6
ADV,11/08/2015,0.007,0.007,0.007,0.007,800000,5600.000,5
ADV,12/08/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,13/08/2015,0.006,0.006,0.006,0.006,197857,1187.142,2
ADV,14/08/2015,0.006,0.006,0.006,0.006,220000,1320.000,2
ADV,17/08/2015,0.007,0.007,0.007,0.007,220000,1540.000,2
ADV,18/08/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,19/08/2015,0.006,0.006,0.006,0.006,5336513,32019.078,14
ADV,20/08/2015,0.006,0.006,0.006,0.006,1122809,6736.854,11
ADV,21/08/2015,0.006,0.006,0.005,0.005,1009327,5555.962,8
ADV,24/08/2015,0.000,0.000,0.000,0.005,0,0.000,0
ADV,25/08/2015,0.005,0.005,0.005,0.005,4245235,21226.175,18
ADV,26/08/2015,0.000,0.000,0.000,0.005,0,0.000,0
ADV,27/08/2015,0.006,0.006,0.006,0.006,200000,1200.000,4
ADV,28/08/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,31/08/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,01/09/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,02/09/2015,0.007,0.007,0.006,0.006,5614046,38475.523,28
ADV,03/09/2015,0.007,0.007,0.007,0.007,1300000,9100.000,4
ADV,04/09/2015,0.000,0.000,0.000,0.007,0,0.000,0
ADV,07/09/2015,0.006,0.006,0.006,0.006,817774,4906.644,3
ADV,08/09/2015,0.006,0.006,0.006,0.006,808587,4851.522,9
ADV,09/09/2015,0.006,0.006,0.006,0.006,302639,1815.834,3
ADV,10/09/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,11/09/2015,0.006,0.006,0.006,0.006,1618000,9708.000,6
ADV,14/09/2015,0.006,0.006,0.006,0.006,100000,600.000,1
ADV,15/09/2015,0.005,0.006,0.005,0.005,601087,3143.435,6
ADV,16/09/2015,0.000,0.000,0.000,0.005,0,0.000,0
ADV,17/09/2015,0.000,0.000,0.000,0.005,0,0.000,0
ADV,18/09/2015,0.007,0.007,0.006,0.006,4830889,29260.334,35
ADV,21/09/2015,0.007,0.007,0.007,0.007,2000000,14000.000,12
ADV,22/09/2015,0.007,0.007,0.006,0.006,662151,4285.057,6
ADV,23/09/2015,0.006,0.006,0.006,0.006,2066654,12399.924,11
ADV,24/09/2015,0.000,0.000,0.000,0.006,0,0.000,0
ADV,25/09/2015,0.006,0.006,0.006,0.006,250662,1503.972,2
ADV,28/09/2015,0.007,0.007,0.007,0.007,5884975,41194.825,26
ADV,29/09/2015,0.006,0.006,0.006,0.006,4100532,24603.192,20
ADV,30/09/2015,0.007,0.007,0.005,0.005,814322,4953.801,11
ADV,01/10/2015,0.006,0.006,0.006,0.006,100000,600.000,1
ADV,02/10/2015,0.006,0.006,0.006,0.006,500000,3000.000,1
ADV,05/10/2015,0.005,0.009,0.005,0.009,44561094,316347.935,95
ADV,06/10/2015,0.010,0.011,0.008,0.008,28300879,272338.006,111
ADV,07/10/2015,0.008,0.008,0.008,0.008,3930527,31444.216,21
ADV,08/10/2015,0.009,0.009,0.008,0.008,18532799,162398.778,69
ADV,09/10/2015,0.008,0.008,0.008,0.008,4146091,33168.728,21
ADV,12/10/2015,0.008,0.008,0.008,0.008,4451779,35614.232,21
ADV,13/10/2015,0.009,0.009,0.009,0.009,14551788,130966.092,54
ADV,14/10/2015,0.009,0.009,0.008,0.009,3950000,35450.000,15
ADV,15/10/2015,0.009,0.009,0.009,0.009,100000,900.000,2
ADV,16/10/2015,0.009,0.011,0.009,0.010,15553206,149440.968,68
ADV,19/10/2015,0.010,0.010,0.009,0.009,13308206,130526.947,51
ADV,20/10/2015,0.009,0.009,0.009,0.009,4951279,44561.511,22
ADV,21/10/2015,0.009,0.009,0.008,0.008,1228627,11038.643,8
ADV,22/10/2015,0.009,0.009,0.009,0.009,2521001,22689.009,17
ADV,23/10/2015,0.009,0.012,0.009,0.012,18727996,206360.963,118
ADV,26/10/2015,0.012,0.016,0.011,0.013,46957602,601989.881,236
ADV,27/10/2015,0.013,0.014,0.013,0.014,19776268,261714.582,92
ADV,28/10/2015,0.015,0.015,0.012,0.013,11195717,152360.923,68
ADV,29/10/2015,0.013,0.013,0.012,0.012,8189634,101765.050,30
ADV,30/10/2015,0.012,0.012,0.011,0.011,9272339,103400.495,68
ADV,02/11/2015,0.012,0.012,0.012,0.012,13730535,164766.420,55
ADV,03/11/2015,0.012,0.013,0.011,0.012,2586701,31040.527,21
ADV,04/11/2015,0.012,0.012,0.012,0.012,1326352,15916.224,14
ADV,05/11/2015,0.012,0.012,0.012,0.012,1444810,17337.720,11
ADV,06/11/2015,0.013,0.013,0.013,0.013,6519320,84751.160,30
ADV,09/11/2015,0.014,0.014,0.013,0.014,11519438,160872.132,49
ADV,10/11/2015,0.014,0.014,0.013,0.013,3269590,43437.455,24
ADV,11/11/2015,0.013,0.014,0.013,0.014,9397352,125571.721,39
ADV,12/11/2015,0.014,0.017,0.014,0.017,21881741,353882.080,143
ADV,13/11/2015,0.017,0.017,0.015,0.015,7957792,129484.108,50
ADV,16/11/2015,0.015,0.015,0.014,0.014,6452733,95279.582,53
ADV,17/11/2015,0.014,0.015,0.013,0.013,12823683,180949.854,90
ADV,18/11/2015,0.014,0.014,0.013,0.014,9645717,134238.038,70
ADV,19/11/2015,0.015,0.016,0.014,0.014,6906938,102329.734,41
ADV,20/11/2015,0.015,0.015,0.014,0.014,2086981,29277.734,26
ADV,23/11/2015,0.015,0.015,0.014,0.015,3395543,49470.081,36
ADV,24/11/2015,0.015,0.016,0.015,0.015,2343749,35218.735,23
ADV,25/11/2015,0.015,0.016,0.015,0.015,5362163,81813.026,52
ADV,26/11/2015,0.016,0.016,0.015,0.015,5698133,87194.553,54
ADV,27/11/2015,0.014,0.014,0.014,0.014,780999,10933.986,6
ADV,30/11/2015,0.014,0.014,0.014,0.014,400000,5600.000,5
ADV,01/12/2015,0.015,0.015,0.014,0.014,2113708,29836.931,21
ADV,02/12/2015,0.015,0.015,0.013,0.013,5247698,72963.702,44
ADV,03/12/2015,0.013,0.013,0.013,0.013,1947616,25319.008,15
ADV,04/12/2015,0.013,0.013,0.010,0.010,26718213,308110.035,131
ADV,07/12/2015,0.011,0.012,0.011,0.012,4609890,52815.820,30
ADV,08/12/2015,0.012,0.012,0.011,0.011,3320439,36635.268,12
ADV,09/12/2015,0.011,0.011,0.011,0.011,1542454,16966.994,11
ADV,10/12/2015,0.011,0.011,0.011,0.011,584973,6434.703,12
ADV,11/12/2015,0.011,0.011,0.011,0.011,734552,8080.072,9
ADV,14/12/2015,0.011,0.011,0.010,0.010,1679683,18245.264,13
ADV,15/12/2015,0.011,0.011,0.011,0.011,2576455,28341.005,14
ADV,16/12/2015,0.011,0.011,0.011,0.011,1113500,12248.500,14
ADV,17/12/2015,0.011,0.011,0.011,0.011,851459,9366.049,7
ADV,18/12/2015,0.011,0.011,0.011,0.011,427500,4702.500,4
ADV,21/12/2015,0.011,0.011,0.010,0.010,497136,5166.360,9
ADV,22/12/2015,0.010,0.012,0.010,0.011,1830079,19835.869,25
ADV,23/12/2015,0.011,0.011,0.010,0.010,796500,8411.682,12
ADV,24/12/2015,0.011,0.012,0.011,0.012,255005,3020.060,3
ADV,29/12/2015,0.012,0.012,0.012,0.012,2622031,31464.372,15
ADV,30/12/2015,0.013,0.013,0.012,0.013,608750,7413.750,7
ADV,31/12/2015,0.012,0.012,0.011,0.011,1624000,18429.000,11
ADV,04/01/2016,0.011,0.013,0.011,0.013,2669101,31302.640,22
ADV,05/01/2016,0.012,0.014,0.012,0.014,2765337,35899.381,19
ADV,06/01/2016,0.017,0.024,0.017,0.020,185719905,3767665.452,943
ADV,07/01/2016,0.019,0.021,0.017,0.017,37962465,712007.192,232
ADV,08/01/2016,0.017,0.018,0.017,0.017,12681877,219796.879,92
ADV,11/01/2016,0.018,0.019,0.016,0.016,20299112,361884.865,136
ADV,12/01/2016,0.017,0.017,0.016,0.016,1974816,32219.117,23
ADV,13/01/2016,0.017,0.017,0.015,0.015,3055783,47221.514,30
ADV,14/01/2016,0.016,0.016,0.014,0.015,7850652,116609.177,49
ADV,15/01/2016,0.015,0.016,0.015,0.015,8412691,130695.193,72
ADV,18/01/2016,0.015,0.015,0.014,0.014,4407325,64649.618,37
ADV,19/01/2016,0.014,0.015,0.014,0.014,4531975,65514.352,44
ADV,20/01/2016,0.014,0.014,0.014,0.014,958773,13422.822,7
ADV,21/01/2016,0.015,0.016,0.015,0.016,5910195,91994.228,42
ADV,22/01/2016,0.016,0.018,0.016,0.016,17728819,306854.939,116
ADV,25/01/2016,0.018,0.019,0.018,0.019,12572542,226355.756,72
ADV,27/01/2016,0.019,0.021,0.019,0.019,45449636,904300.166,216
ADV,28/01/2016,0.020,0.022,0.020,0.021,20826053,432106.253,108
ADV,29/01/2016,0.022,0.023,0.021,0.022,16686151,363033.425,112
ADV,01/02/2016,0.023,0.026,0.023,0.024,33102575,806313.971,209
ADV,02/02/2016,0.026,0.027,0.022,0.022,18398188,442354.844,161
ADV,03/02/2016,0.023,0.024,0.022,0.024,7957546,179981.059,69
ADV,04/02/2016,0.024,0.024,0.022,0.022,10863500,250899.387,81
ADV,05/02/2016,0.023,0.023,0.022,0.022,3652843,81411.290,49
ADV,08/02/2016,0.000,0.000,0.000,0.022,0,0.000,0
ADV,09/02/2016,0.000,0.000,0.000,0.022,0,0.000,0
ADV,10/02/2016,0.029,0.031,0.025,0.026,64876811,1855157.275,501
ADV,11/02/2016,0.026,0.027,0.024,0.024,17527084,437746.808,124
ADV,12/02/2016,0.024,0.024,0.023,0.024,6500601,155662.046,56
ADV,15/02/2016,0.024,0.026,0.023,0.024,15606940,376135.950,103
ADV,16/02/2016,0.025,0.027,0.025,0.026,7652227,200356.241,78
ADV,17/02/2016,0.026,0.030,0.026,0.027,47566137,1361301.675,288
ADV,18/02/2016,0.028,0.028,0.025,0.025,15938578,423936.870,129
ADV,19/02/2016,0.026,0.029,0.026,0.028,7788554,215051.983,84
ADV,22/02/2016,0.029,0.029,0.028,0.028,8918407,252777.755,74
ADV,23/02/2016,0.030,0.030,0.028,0.028,18563817,548634.515,153
ADV,24/02/2016,0.029,0.030,0.028,0.028,2917127,83353.063,36
ADV,25/02/2016,0.029,0.029,0.026,0.026,13642410,377724.780,102
ADV,26/02/2016,0.028,0.028,0.027,0.027,3097835,85787.982,28
ADV,29/02/2016,0.028,0.030,0.027,0.027,5439063,153230.825,66
ADV,01/03/2016,0.027,0.029,0.027,0.029,4068883,114036.577,44
ADV,02/03/2016,0.031,0.031,0.029,0.030,15946275,481408.028,132
ADV,03/03/2016,0.031,0.031,0.028,0.028,4670440,137457.010,73
ADV,04/03/2016,0.029,0.030,0.028,0.029,3575107,103638.762,48
ADV,07/03/2016,0.030,0.033,0.030,0.033,24568759,777655.848,194
ADV,08/03/2016,0.033,0.037,0.033,0.035,18337368,642867.065,173
ADV,09/03/2016,0.035,0.035,0.033,0.033,15710780,541333.685,115
ADV,10/03/2016,0.034,0.036,0.034,0.035,13565656,473994.307,125
ADV,11/03/2016,0.035,0.035,0.034,0.035,3904383,135688.590,66
ADV,14/03/2016,0.035,0.036,0.034,0.034,2475891,86289.451,62
ADV,15/03/2016,0.035,0.035,0.033,0.033,5412923,186131.084,82
ADV,16/03/2016,0.033,0.033,0.029,0.029,8373078,261375.092,121
ADV,17/03/2016,0.029,0.031,0.029,0.029,4359573,130642.807,76
ADV,18/03/2016,0.030,0.030,0.029,0.029,3389987,99536.045,64
ADV,21/03/2016,0.030,0.030,0.030,0.030,344139,10324.170,4
ADV,22/03/2016,0.000,0.000,0.000,0.030,0,0.000,0
ADV,23/03/2016,0.030,0.034,0.030,0.030,11885160,373922.320,118
ADV,24/03/2016,0.030,0.031,0.029,0.029,7927918,238375.959,92
ADV,29/03/2016,0.030,0.030,0.028,0.028,3914174,112549.022,53
ADV,30/03/2016,0.028,0.031,0.028,0.030,4801912,143529.879,52
ADV,31/03/2016,0.030,0.031,0.029,0.029,6119859,182095.941,67
ADV,01/04/2016,0.030,0.030,0.029,0.029,1899120,56733.600,30
ADV,04/04/2016,0.029,0.030,0.029,0.030,5745053,170321.109,83
ADV,05/04/2016,0.029,0.031,0.029,0.030,5548714,163066.421,63
ADV,06/04/2016,0.031,0.032,0.030,0.031,5322054,163953.872,57
ADV,07/04/2016,0.031,0.031,0.029,0.029,8088115,241546.143,79
ADV,08/04/2016,0.030,0.034,0.030,0.034,19290207,624970.325,205
ADV,11/04/2016,0.035,0.038,0.034,0.036,22449497,814461.247,282
ADV,12/04/2016,0.038,0.041,0.037,0.041,25639237,1014045.346,268
ADV,13/04/2016,0.042,0.044,0.038,0.038,15513369,633786.731,222
ADV,14/04/2016,0.039,0.042,0.039,0.040,9050164,364045.067,144
ADV,15/04/2016,0.041,0.045,0.041,0.045,21825115,943528.489,278
ADV,18/04/2016,0.045,0.045,0.037,0.039,54634689,2267198.195,652
ADV,19/04/2016,0.042,0.050,0.042,0.049,41243656,1923485.405,443
ADV,20/04/2016,0.049,0.052,0.046,0.047,32043715,1562671.992,342
ADV,21/04/2016,0.047,0.050,0.047,0.047,12976748,626065.830,177
ADV,22/04/2016,0.048,0.049,0.043,0.045,9237530,420618.372,154
ADV,26/04/2016,0.046,0.046,0.041,0.041,5277703,225620.899,109
ADV,27/04/2016,0.042,0.044,0.033,0.035,43980389,1608242.562,515
ADV,28/04/2016,0.036,0.040,0.034,0.036,19437522,707638.849,238
ADV,29/04/2016,0.036,0.038,0.034,0.037,16175459,589292.502,195
ADV,02/05/2016,0.038,0.039,0.035,0.036,9282629,340706.962,122
ADV,03/05/2016,0.036,0.036,0.034,0.035,6557474,230794.783,119
ADV,04/05/2016,0.036,0.038,0.035,0.037,7161650,261083.888,104
ADV,05/05/2016,0.046,0.053,0.043,0.045,148191373,7068512.626,1245
ADV,06/05/2016,0.046,0.047,0.042,0.043,32703150,1454483.126,291
ADV,09/05/2016,0.043,0.046,0.043,0.043,18751352,832105.218,195
ADV,10/05/2016,0.043,0.045,0.040,0.041,16423962,697798.681,224
ADV,11/05/2016,0.042,0.042,0.041,0.041,7004433,291656.638,123
ADV,12/05/2016,0.041,0.049,0.041,0.043,39191372,1745967.910,389
ADV,13/05/2016,0.044,0.045,0.042,0.043,15910803,697406.818,205
ADV,16/05/2016,0.045,0.047,0.041,0.041,12511030,539548.118,178
ADV,17/05/2016,0.041,0.043,0.039,0.040,12652818,508568.765,205
ADV,18/05/2016,0.040,0.040,0.038,0.038,6199436,241377.126,114
ADV,19/05/2016,0.039,0.041,0.038,0.041,9777145,389757.756,121
ADV,20/05/2016,0.041,0.042,0.040,0.042,4053434,167498.698,74
ADV,23/05/2016,0.042,0.044,0.041,0.042,5442541,230081.338,90
ADV,24/05/2016,0.042,0.042,0.039,0.039,5429368,218542.436,81
ADV,25/05/2016,0.040,0.043,0.038,0.039,23647439,954240.219,280
ADV,26/05/2016,0.039,0.040,0.038,0.040,6450589,252695.727,121
ADV,27/05/2016,0.040,0.040,0.038,0.040,3512419,138458.018,75
ADV,30/05/2016,0.039,0.040,0.039,0.039,7885045,309490.564,104
